TITLE	AUTHOR	TYPE	SERIES	VOLUME	EDITION	CATEGORY	FORMAT	ISBN	BARCODE
鼠小弟的小背心	中江嘉男	Book	可爱的鼠小弟	1		Picture book	soft cover	P300040	P300040
打破杯子的鼠小弟	中江嘉男	Book	可爱的鼠小弟	8		Picture book	soft cover	P300041	P300041
鼠小弟荡秋千	中江嘉男	Book	可爱的鼠小弟	10		Picture book	soft cover	P300042	P300042
鼠小弟和大象哥哥	中江嘉男	Book	可爱的鼠小弟	9		Picture book	soft cover	P300043	P300043
鼠小弟的生日	中江嘉男	Book	可爱的鼠小弟	7		Picture book	soft cover	P300044	P300044
鼠小弟和音乐会	中江嘉男	Book	可爱的鼠小弟	11		Picture book	soft cover	P300045	P300045
又来了！鼠小弟的小背心	中江嘉男	Book	可爱的鼠小弟	6		Picture book	soft cover	P300046	P300046
换换吧！鼠小弟的小背心	中江嘉男	Book	可爱的鼠小弟	12		Picture book	soft cover	P300047	P300047
想吃苹果的鼠小弟	中江嘉男	Book	可爱的鼠小弟	2		Picture book	soft cover	P300048	P300048
鼠小弟和鼠小妹	中江嘉男	Book	可爱的鼠小弟	4		Picture book	soft cover	P300049	P300049
鼠小弟的又一件小背心	中江嘉男	Book	可爱的鼠小弟	3		Picture book	soft cover	P300050	P300050
鼠小弟，鼠小弟	中江嘉男	Book	可爱的鼠小弟	5		Picture book	soft cover	P300051	P300051
吃草莓	 莎莉妈妈	Book				Picture Book		9787561741320	P300052
丹利的菜园	 热纳维耶芙。干里埃	Book				Picture Book		9787533248475	P300053
不专心的豆豆	姜成安	Book	小苹果品德故事系列			Picture Book		9789830015996	P300054
冬冬学本领	姜成安	Book	小苹果品德故事系列			Picture Book		9789830015989	P300055
爱自己做事的比比	姜成安	Book	小苹果品德故事系列			Picture Book		9789830015972	P300056
新同学	姜成安	Book	小苹果品德故事系列			Picture Book		9789830016009	P300057
长颈鹿找朋友	张玉金	Book				Picture Book		9789675364082	P300058
我的小眼睛	梁婷婷	Book				Picture Book		9789675364310	P300059
走慢一点	卢锦燕	Book				Picture Book		9789675364211	P300060
不能说的秘密	张玉金	Book				Picture Book		9789833031962	P300061
花婶婶与黑婶婶 - C1	陈丽红	Book				Picture Book		P300062	P300062
花婶婶与黑婶婶 - C2	陈丽红	Book				Picture Book		P300063	P300063
恒恒与菜菜	梁婷婷	Book				Picture Book		9789833031702	P300064
好朋友		Book	彩虹亲子启蒙丛书	4		Picture Book		9789835024061	P300065
扑通		Book	彩虹亲子启蒙丛书	1		Picture Book		9789835024030	P300066
我们什么都会做		Book	彩虹亲子启蒙丛书	18		Picture Book		9789835024207	P300067
鸡妈妈生蛋		Book	彩虹亲子启蒙丛书	12		Picture Book		9789835024146	P300068
勇敢的灰灰		Book	彩虹亲子启蒙丛书	13		Picture Book		9789835024153	P300069
三所树叶房子		Book	彩虹亲子启蒙丛书	16		Picture Book		9789835024184	P300070
咪咪过生日		Book	彩虹亲子启蒙丛书	14		Picture Book		9789835024160	P300071
大嘴巴鹈鹕		Book	彩虹亲子启蒙丛书	15		Picture Book		9789835024177	P300072
为什么不选我?	李婉莹	Book				Picture Book		9789833031740	P300073
他是谁?	李婉莹	Book				Picture Book		9789675364372	P300074
最美的法布尔昆虫记 - 铁嘴伐木工天牛	小林清之介	Book	最美的法布尔昆虫记	1		Picture Book	Soft Cover	9787513304849	P300075
最美的法布尔昆虫记 - 冷面剪刀手螳螂	小林清之介	Book	最美的法布尔昆虫记	2		Picture Book	Soft Cover	9787513304832	P300076
最美的法布尔昆虫记 - 杂技演员屎壳郎	小林清之介	Book	最美的法布尔昆虫记	3		Picture Book	Hard Cover	9787513304818	P300077
最美的法布尔昆虫记 - 折纸游戏高卷象	小林清之介	Book	最美的法布尔昆虫记	4		Picture Book	Soft Cover	9787513304788	P300078
最美的法布尔昆虫记 - 音乐演奏家蟋蟀	小林清之介	Book	最美的法布尔昆虫记	5		Picture Book	Soft Cover	9787513304856	P300079
最美的法布尔昆虫记 - 唱歌夏天的灵蝉	小林清之介	Book	最美的法布尔昆虫记	6		Picture Book	Soft Cover	9787513304764	P300080
最美的法布尔昆虫记 - 地下王国统治者蚂蚁	小林清之介	Book	最美的法布尔昆虫记	7		Picture Book	Soft Cover	9787513304771	P300081
最美的法布尔昆虫记 - 高明的麻醉师泥蜂	小林清之介	Book	最美的法布尔昆虫记	8		Picture Book	Soft Cover	9787513304801	P300082
最美的法布尔昆虫记 - 勤奋的蓑衣匠蓑虫	小林清之介	Book	最美的法布尔昆虫记	9		Picture Book	Soft Cover	9787513304825	P300083
最美的法布尔昆虫记 - 变身魔术师菜粉蝶	小林清之介	Book	最美的法布尔昆虫记	10		Picture Book	Soft Cover	9787513304740	P300084
最美的法布尔昆虫记 - 泡泡里的住户沫蝉	小林清之介	Book	最美的法布尔昆虫记	11		Picture Book	Soft Cover	9787513304795	P300085
最美的法布尔昆虫记 - 打洞专家象鼻虫	小林清之介	Book	最美的法布尔昆虫记	12		Picture Book	Soft Cover	9787513304757	P300086
妈妈的奶	宫西达也	Book				Picture Book	Soft Cover	9787544822503	P300087
这是我爸爸和我妈妈	宫西达也	Book				Picture Book	Soft Cover	9787544822497	P300088
这是谁	宫西达也	Book				Picture Book	Soft Cover	9787544822480	P300089
猜猜我的哪里长	宫西达也	Book				Picture Book	Soft Cover	9787544822473	P300090
最美的礼物	郝广才	Book				Chinese book	Hard cover	9787565800078	P300091
符号交响曲 C1	陈进隆	Book				Chinese book	Hard cover	9789868136656	P300092
阿妹卖糕	颜贤慧	Book				Chinese book		9789833031597	P300093
我的妈妈是青蛙? - C2	卢锦燕	Book				Chinese book		P300094	P300094
爸爸，你在这里 - C2	黎美容	Book				Chinese book		P300095	P300095
不爱自己的小圈圈 - C4	卢锦燕	Book				Chinese book		P300096	P300096
熨斗 - C3	黎美容	Book				Chinese book		P300097	P300097
每个人都“噗”	徐姣	Book	趣读科学绘本			Fiction		9789674140670	P300098
花格子大象艾玛	大卫。麦基	Book	童话经典花格子大象艾玛系列	1		Picture Book	Soft Cover	P300099	P300099
下水道历险记	徐姣	Book	趣读科学绘本			Fiction		9789674140694	P300100
不可思议的妈妈	徐姣	Book	趣读科学绘本			Fiction		9789674140700	P300101
在月球上跳高--有关引力	徐姣	Book	趣读科学绘本			Fiction		9789674140663	P300102
停不了的艾尔--有关温室效应	徐姣	Book	趣读科学绘本			Fiction		9789674140717	P300103
14只老鼠亲子系列共读赏析手册	汉声杂志社	Book				Picture Book	Soft Cover	P300104	P300104
11只猫变泥猴	马场登	Book	11只猫系列	6		Picture book	Soft Cover	P300105	P300105
11只猫进袋子	马场登	Book	11只猫系列	4		Picture book	Soft Cover	P300106	P300106
11只猫盖房子	马场登	Book	11只猫系列	3		Picture book	Soft Cover	P300107	P300107
11只猫开饼店	马场登	Book	11只猫系列	2		Picture book	Soft Cover	P300108	P300108
11只猫遇怪猫	马场登	Book	11只猫系列	5		Picture book	Soft Cover	P300109	P300109
11只猫抓大鱼	马场登	Book	11只猫系列	1		Picture book	Soft Cover	P300110	P300110
快跑，云梯消防车	间濑直方	Book				Children and Youth	soft cover	9787539165479	P300111
坐电车去旅行	间濑直方	Book				Children and Youth	soft cover	9787539165455	P300112
坐巴士出去玩	间濑直方	Book				Children and Youth	soft cover	9787539165462	P300113
开车去兜风	间濑直方	Book				Children and Youth	soft cover	9787539165486	P300114
下雨天去郊游	间濑直方	Book				Children and Youth	soft cover	9787539165493	P300115
坐电车回家	间濑直方	Book				Children and Youth	soft cover	9787539165509	P300116
来信了	间濑直方	Book				Children and Youth		9787539165448	P300117
开车出发 - 交通工具绘本系列		Book				Fiction		P300118	P300118
艾玛过化装节	大卫。麦基	Book	童话经典花格子大象艾玛系列	2		Picture Book	Soft Cover	P300119	P300119
艾玛和韦伯	大卫。麦基	Book	童话经典花格子大象艾玛系列	3		Picture Book	Soft Cover	P300120	P300120
艾玛与风	大卫。麦基	Book	童话经典花格子大象艾玛系列	4		Picture Book	Soft Cover	P300121	P300121
艾玛和蝴蝶	大卫。麦基	Book	童话经典花格子大象艾玛系列	5		Picture Book	Soft Cover	P300122	P300122
艾玛找回绒毛线	大卫。麦基	Book	童话经典花格子大象艾玛系列	6		Picture Book	Soft Cover	P300123	P300123
艾玛踩高跷	大卫。麦基	Book	童话经典花格子大象艾玛系列	7		Picture Book	Soft Cover	P300124	P300124
艾玛遇见怪家伙	大卫。麦基	Book	童话经典花格子大象艾玛系列	8		Picture Book	Soft Cover	P300125	P300125
艾玛打雪仗	大卫。麦基	Book	童话经典花格子大象艾玛系列	9		Picture Book	Soft Cover	P300126	P300126
艾玛捉迷藏	大卫。麦基	Book	童话经典花格子大象艾玛系列	10		Picture Book	Soft Cover	P300127	P300127
妹妹住院了	筒井赖子	Book				Chinese book	soft cover	P300128	P300128
符号交响曲 C2	陈进隆	Book				Chinese book	soft cover	P300129	P300129
谁被吃了	 徐姣	Book				Picture Book		9789674140687	P300130
妈妈心，妈妈树	方素珍	Book				Picture Book		9789830001845	P400001
椅子树	梁淑玲	Book				Picture Book		9789830001838	P400002
我永远爱你	牡丹。刘易斯	Book				Picture Book		9787560061344	P400003
忘了说我爱你	米丽娅姆。莫斯	Book				Picture Book		9787560061337	P400004
手绢送给小野兔	王一梅	Book				Picture Book		9787534628184	P400005
勇敢者的奖杯	熊磊	Book				Picture Book		9787534628061	P400006
让我送你回家吧	祁智	Book				Picture Book		9787534628108	P400007
城市的麻雀	祁智	Book				Picture Book		9787534628153	P400008
小乌龟卡尔	王一梅	Book				Picture Book		9787534628078	P400009
小乐的图画 - C1	张玉金	Book				Picture Book		P400010	P400010
小乐的图画 - C2	张玉金	Book				Picture Book		P400011	P400011
小鹰高飞 - C1	李婉莹	Book				Picture Book		P400012	P400012
绿鼻子 - C1	陆可铎	Book				Picture Book		P400013	P400013
小鹰高飞 - C2	李婉莹	Book				Picture Book		P400014	P400014
绿鼻子 - C2	陆可铎	Book				Picture Book		P400015	P400015
你是我的孩子 - C1	陆可铎	Book				Picture Book		P400016	P400016
你是我的孩子 - C2	陆可铎	Book				Picture Book		P400017	P400017
绿鼻子 - C3	陆可铎	Book				Picture Book		P400018	P400018
小乐的图画 - C3	张玉金	Book				Picture Book		P400019	P400019
小鹰高飞 - C3	李婉莹	Book				Picture Book		P400020	P400020
小小手 啪啪啪	伊东宽阿万纪美子	Book	聪明的小宝绘本系列	1		Picture Book		9787505611085	P400021
来玩儿吧	阿万纪美子	Book	聪明的小宝绘本系列	2		Picture Book		9787505611023	P400022
在哪儿呢	阿万纪美子	Book	聪明的小宝绘本系列	3		Picture Book		9787505611078	P400023
做鬼脸	阿万纪美子	Book	聪明的小宝绘本系列	5		Picture Book		9787505611061	P400024
穿得真棒	阿万纪美子	Book	聪明的小宝绘本系列	6		Picture Book		9787505611054	P400025
多吃点儿	阿万纪美子	Book	聪明的小宝绘本系列	7		Picture Book		9787505611047	P400026
扑通 洗澡	阿万纪美子	Book	聪明的小宝绘本系列	8		Picture Book		9787505611030	P400027
叮咚-是谁呀?	阿万纪美子	Book	聪明的小宝绘本系列	9		Picture Book		9787505610996	P400028
晚安	阿万纪美子	Book	聪明的小宝绘本系列	10		Picture Book		9787505610989	P400029
小蜜蜂交朋友	许友彬	Book				Picture Book		9789832195153	P400030
因为我爱你 - C1	陆可铎	Book				Picture Book	Soft Cover	P400031	P400031
爱你本来的样子	陆可铎	Book				Picture Book	Soft Cover	9789833031276	P400032
你是我的孩子 - C3	陆可铎	Book				Picture Book	Soft Cover	P400033	P400033
你是我的孩子 - C4	陆可铎	Book				Picture Book		P400034	P400034
绿鼻子 - C4	陆可铎	Book				Chinese book		9789833031351	P400035
咳嗽龙	刘慈敏，黄儆醒	Book				Chinese book		9789832136637	P400036
小乐的图画 - C4	张玉金	Book				Chinese book		9789833031450	P400037
谁哭了?	阿万纪美子	Book	聪明的小宝绘本系列	4		Chinese book		9787505611016	P400038
提米脚尖儿	毕翠克丝。波特	Book				Picture Book	Soft Cover	9787539537955	P400039
因为我爱你 - C2	陆可铎	Book				Chinese book		P400040	P400040
你很特别	陆可铎	Book				Picture Book	Soft Cover	9789833031016	P400041
小鹰高飞 - C4	李婉莹	Book				Chinese book		P400042	P400042
因为我爱你 - C3	路可殬	Book				Religion (Other)	soft cover	P400043	P400043
第一次上街买东西	筒井赖子	Book				Chinese book	soft cover	P400044	P400044
神奇的水彩	林明子	Book				Chinese book	soft cover	P400045	P400045
阿惠和妹妹	筒井赖子	Book				Chinese book	soft cover	P400046	P400046
是谁送的呢	筒井赖子	Book				Chinese book	soft cover	P400047	P400047
平凡中的不平凡（耶稣的一生）		Book	圣经世界	4		Religious Bible	Hard cover	9789624881172	RB100001
工作与社会（圣经时代的各行各业）		Book	圣经世界	9		Religious Bible	Hard cover	9789624881226	RB100002
家庭与家居	彭培刚牧师	Book			2	Religious Bible	Hard cover	9789624881219	RB100003
广世宝典	马镇梅	Book			2	Religious Bible	Hard cover	9789624881196	RB100004
圣地纵横	彭培刚牧师	Book				Religious Bible	Hard cover	9789624881202	RB100005
水深火热	彭培刚牧师	Book			2	Religious Bible	Hard cover	9789624881165	RB100006
勇士君王	马镇梅	Book				Religious Bible	Hard cover	9789624881158	RB100007
大计划	马镇梅	Book				Religious Bible	Hard cover	9789624881141	RB100008
奇妙的圣经故事	易思年	Book				Religion Bible	Hard Cover	RB100009	RB100009
耶稣生平大事记	郭志丕	Book				Religious Bible		9789624881790	RB100010
我的第一本祷告	卡罗。华特森	Book				Religious Bible		9789579085564	RB100011
凡事都有定期	李奥&黛安。狄隆	Book	圣经经文系列	1		Religious Bible		9780973877946	RB100012
21世纪少年圣经	Stephanie Jeffs , Derek Williams	Book				Religious Bible		9789624882216	RB100013
儿童圣经		Book				Religious Bible	Hard cover	9789622933910	RB100014
主祷文		Book				Chinese book	Hard cover	9789575879044	RB100015
诗篇23篇 - C1	提姆。雷伟	Book				Religious Bible	Hard Cover	RB200001	RB200001
诗篇23篇 - C2	提姆。雷伟	Book				Religious Bible	Hard Cover	RB200002	RB200002
小朋友的主祷文	Lois Rock	Book				Religious Bible	Hard cover	9789624883459	RB200003
儿童灵修圣经	Catherine De Vries	Book				Religious Bible	Hard cover	9789628169115	RB200004
宝贝金句版圣经	杜嘉	Book				Religious Bible	Hard cover	9789888018109	RB200005
神样样都能	埃里森	Book				Religious Bible	Hard cover	4892511004877	RB200006
漫画圣经， 中英对照	谢建仪	Book			2	Religious Bible	Hard cover	9789625132709	RB200007
小宝宝日日学	班希儿	Book			1	Religious Bible	Hard cover	9789623991162	RB200008
小宝宝的天父	古嘉玲	Book				Religious Bible	Hard cover	9799623990942	RB200009
图画圣经	林文芳	Book			2	Religious Bible	Hard cover	4895105401052	RB200010
耶稣说故事 - HARDCOVER	李建青	Book			2	Religious Bible	Hard Cover	9789625136356	RB200011
小宝宝的祷告	古嘉玲	Book			2	Religious Bible	Hard cover	9789623990790	RB200012
小宝宝的应许	古嘉玲	Book				Religion Bible	Hard Cover	9789623990882	RB200013
摇篮曲	叶徽心	Book				Religious Bible	Hard cover	9789623991001	RB200014
祷告- C1	张篷洁	Book				Religious Bible	Hard cover	9789570368550	RB200015
祷告- C2	张篷洁	Book				Religious Bible		9789832232636	RB200016
天父	张篷洁	Book				Religious Bible	Hard cover	9789832232629	RB200017
我的第一本圣经	黄友玲	Book				Religious Bible	Hard cover	9789579085007	RB200018
耶稣说故事	王俊容	Book	小圣经系列			Religious Bible	Hard cover	9789881789303	RB200019
图圣经	吴美玉	Book				Religious Bible	Hard cover	9789625135885	RB200020
儿童品格圣经 - 旧约篇	黎永明	Book				Religious Bible	Hard cover	9789888124381	RB200021
儿童品格圣经 - 新约篇	黎永明	Book				Religious Bible	Hard cover	9789888124374	RB200022
